Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2020,Environmental Program & Management,Toxics Risk Review and Prevention,"Subtotal, Toxics Risk Review and Prevention",93407.4,92521,66418,-26103,,
2020,Environmental Program & Management,Underground Storage Tanks (LUST / UST),LUST / UST,10812.6,11295,5996,-5299,,
2020,Environmental Program & Management,Water: Ecosystems,National Estuary Program / Coastal Waterways,25187.6,26723,0,-26723,,
2020,Environmental Program & Management,Water: Ecosystems,Wetlands,18528.7,21065,21578,513,,
2020,Environmental Program & Management,Water: Ecosystems,"Subtotal, Water: Ecosystems",43716.3,47788,21578,-26210,,
2020,Environmental Program & Management,Water: Human Health Protection,Beach / Fish Programs,1777,2014,0,-2014,,
2020,Environmental Program & Management,Water: Human Health Protection,Drinking Water Programs,91494.4,96493,89808,-6685,,
2020,Environmental Program & Management,Water: Human Health Protection,"Subtotal, Water: Human Health Protection",93271.4,98507,89808,-8699,,
2020,Environmental Program & Management,Water Quality Protection,Marine Pollution,10242.6,11065,0,-11065,,
2020,Environmental Program & Management,Water Quality Protection,Surface Water Protection,192705.9,199352,188233,-11119,,
2020,Environmental Program & Management,Water Quality Protection,"Subtotal, Water Quality Protection",202948.5,210417,188233,-22184,,
2020,Environmental Program & Management,Congressional Priorities,Water Quality Research and Support Grants,25400,12700,0,-12700,,
2020,Environmental Program & Management,Congressional Priorities,"Subtotal, Congressional Priorities",25400,12700,0,-12700,,
2020,Environmental Program & Management,,"Total, Environmental Program & Management",2584046.9,2643299,1845268,-798031,,
2020,Inspector General,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",40328.4,41489,38893,-2596,,
2020,Inspector General,,"Total, Inspector General",40328.4,41489,38893,-2596,,
2020,Building and Facilities,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,5921.7,6676,6176,-500,,
2020,Building and Facilities,Operations and Administration,Facilities Infrastructure and Operations,34605.1,27791,33377,5586,,
2020,Building and Facilities,,"Total, Building and Facilities",40526.8,34467,39553,5086,,
2020,Hazardous Substance Superfund,Indoor Air and Radiation,Radiation: Protection,2176.9,1985,1933,-52,,
2020,Hazardous Substance Superfund,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",9159.7,8778,9586,808,,
2020,Hazardous Substance Superfund,Compliance,Compliance Monitoring,943,995,991,-4,,
2020,Hazardous Substance Superfund,Enforcement,Criminal Enforcement,7336.3,7502,8198,696,,
2020,Hazardous Substance Superfund,Enforcement,Environmental Justice,617,758,0,-758,,
2020,Hazardous Substance Superfund,Enforcement,Forensics Support,1999.6,1824,1144,-680,,
2020,Hazardous Substance Superfund,Enforcement,Superfund: Enforcement,151915.5,150048,155059,5011,,
2020,Hazardous Substance Superfund,Enforcement,Superfund: Federal Facilities Enforcement,5810.9,6243,6956,713,,
2020,Hazardous Substance Superfund,Enforcement,"Subtotal, Enforcement",167679.3,166375,171357,4982,,
2020,Hazardous Substance Superfund,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",31102.4,31648,31054,-594,,
2020,Hazardous Substance Superfund,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,1325.5,968,915,-53,,
2020,Hazardous Substance Superfund,Homeland Security,"Subtotal, Homeland Security",32427.9,32616,31969,-647,,
2020,Hazardous Substance Superfund,Information Exchange / Outreach,Exchange Network,1328.6,1328,1293,-35,,
2020,Hazardous Substance Superfund,IT / Data Management / Security,Information Security,745.8,661,5082,4421,,
2020,Hazardous Substance Superfund,IT / Data Management / Security,IT / Data Management,14126,13824,13443,-381,,
2020,Hazardous Substance Superfund,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",14871.8,14485,18525,4040,,
2020,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,744.3,748,0,-748,,
2020,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,914.1,505,579,74,,
2020,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Civil Rights Program,60,0,0,0,,
2020,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",1718.4,1253,579,-674,,
2020,Hazardous Substance Superfund,Operations and Administration,"Central Planning, Budgeting, and Finance",20503.7,22018,21340,-678,,
2020,Hazardous Substance Superfund,Operations and Administration,Facilities Infrastructure and Operations,76061.2,75253,73540,-1713,,
2020,Hazardous Substance Superfund,Operations and Administration,Acquisition Management,20477.3,21183,21541,358,,
2020,Hazardous Substance Superfund,Operations and Administration,Human Resources Management,6279.4,7044,5444,-1600,,
2020,Hazardous Substance Superfund,Operations and Administration,Financial Assistance Grants / IAG Management,2498.6,2607,2655,48,,
2020,Hazardous Substance Superfund,Operations and Administration,"Subtotal, Operations and Administration",125820.2,128105,124520,-3585,,
2020,Hazardous Substance Superfund,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,11023.3,11463,10977,-486,,
2020,Hazardous Substance Superfund,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,2822.9,2824,5338,2514,,
2020,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Emergency Response and Removal,200491.4,189917,168370,-21547,,
2020,Hazardous Substance Superfund,Superfund Cleanup,Superfund: EPA Emergency Preparedness,7744,7636,7396,-240,,
2020,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Federal Facilities,21300.3,21125,20465,-660,,
2020,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Remedial,607626.1,566062,472052,-94010,,
2020,Hazardous Substance Superfund,Superfund Cleanup,"Subtotal, Superfund Cleanup",837161.8,784740,668283,-116457,,
2020,Hazardous Substance Superfund,,"Total, Hazardous Substance Superfund",1207133.8,1154947,1045351,-109596,,
2020,Leaking Underground Storage Tanks,Enforcement,Civil Enforcement,619.8,620,470,-150,,
2020,Leaking Underground Storage Tanks,Operations and Administration,"Central Planning, Budgeting, and Finance",390.3,387,434,47,,
2020,Leaking Underground Storage Tanks,Operations and Administration,Facilities Infrastructure and Operations,1056.6,813,773,-40,,
2020,Leaking Underground Storage Tanks,Operations and Administration,Acquisition Management,6.5,152,138,-14,,
2020,Leaking Underground Storage Tanks,Operations and Administration,"Subtotal, Operations and Administration",1453.4,1352,1345,-7,,
2020,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST / UST,9731.5,9240,6722,-2518,,
2020,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Cooperative Agreements,58088.1,55040,38840,-16200,,
2020,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Prevention,24233.5,25369,0,-25369,,
2020,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),"Subtotal, Underground Storage Tanks (LUST / UST)",92053.1,89649,45562,-44087,,
2020,Leaking Underground Storage Tanks,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,311.3,320,424,104,,
2020,Leaking Underground Storage Tanks,,"Total, Leaking Underground Storage Tanks",94437.6,91941,47801,-44140,,
2020,Inland Oil Spill Programs,Compliance,Compliance Monitoring,122.5,139.0,0.0,-139.0,,
2020,Inland Oil Spill Programs,Enforcement,Civil Enforcement,2464.8,2413.0,2373.0,-40.0,,
2020,Inland Oil Spill Programs,Oil,"Oil Spill: Prevention, Preparedness and Response",14690.3,14409.0,12413.0,-1996.0,,
2020,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations,753.8,584.0,665.0,81.0,,
2020,Inland Oil Spill Programs,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,695.6,664.0,511.0,-153.0,,
2020,Inland Oil Spill Programs,,"Total, Inland Oil Spill Programs",18727.0,18209.0,15962.0,-2247.0,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Alaska Native Villages,19543.0,20000.0,3000.0,-17000.0,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Brownfields Projects,84310.3,80000.0,62000.0,-18000.0,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Clean Water SRF,1657428.2,1693887.0,1119772.0,-574115.0,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Drinking Water SRF,1128161.0,1163233.0,863233.0,-300000.0,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Mexico Border,11524.6,10000,0,-10000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Diesel Emissions Reduction Grant Program,72668.1,75000,10000,-65000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Targeted Airshed Grants,29479,40000,0,-40000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),GKM Water Monitoring,3092.6,4000,0,-4000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Safe Water for Small & Disadvantaged Communities,0,20000,0,-20000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Reducing Lead in Drinking Water,0,10000,0,-10000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Lead Testing in Schools,0,20000,10000,-10000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Healthy Schools,0,0,50000,50000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Drinking Water Infrastructure Resilience and Sustainability,0,0,2000,2000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Drinking Fountain Lead Testing,0,0,5000,5000,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Technical Assistance for Treatment Works,0,0,7500,7500,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Sewer Overflow Control Grants,0,0,61450,61450,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Water Infrastructure and Workforce Investment,0,0,300,300,,
2020,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),"Subtotal, State and Tribal Assistance Grants (STAG)",3006206.8,3136120,2194255,-941865,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Nonpoint Source (Sec. 319),167592.8,170915,0,-170915,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Public Water System Supervision (PWSS),98978.8,101963,67892,-34071,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: State and Local Air Quality Management,229030.4,228219,151961,-76258,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Radon,8198,8051,0,-8051,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106),,,,,,
2020,State and Tribal Assistance Grants,Categorical Grants,Monitoring Grants,17766.8,17848,11884,-5964,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) (other activities),211267.6,212958,141799,-71159,,
2020,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grant: Pollution Control (Sec. 106)",229034.4,230806,153683,-77123,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Wetlands Program Development,15111.2,14661,9762,-4899,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Injection Control (UIC),10130.3,10506,6995,-3511,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Program Implementation,12728.1,12701,8457,-4244,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Lead,13016.2,14049,0,-14049,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Hazardous Waste Financial Assistance,97994.5,99693,66381,-33312,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Enforcement,17924.6,18050,10531,-7519,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Prevention,4115.9,4765,0,-4765,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Toxics Substances Compliance,4685.5,4919,3276,-1643,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal General Assistance Program,65266.1,65476,44233,-21243,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Storage Tanks,1320,1498,0,-1498,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal Air Quality Management,12767.9,12829,8963,-3866,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Environmental Information,9550.3,9646,6422,-3224,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Beaches Protection,9552,9549,0,-9549,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Brownfields,46941.8,47745,31791,-15954,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Multipurpose Grants,56.1,10000,10000,0,,
2020,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Sector Program,103.4,0,0,0,,
2020,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grants",1054098.3,1076041,580347,-495694,,
2020,State and Tribal Assistance Grants,Congressional Priorities,Congressionally Mandated Projects,6788.8,0,0,0,,
2020,State and Tribal Assistance Grants,Congressional Priorities,"Subtotal, Congressional Priorities",6788.8,0,0,0,,
2020,State and Tribal Assistance Grants,,"Total, State and Tribal Assistance Grants",4067093.9,4212161,2774602,-1437559,,
2020,Hazardous Waste Electronic Manifest System Fund,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,2146.2,0.0,0.0,0.0,,
2020,Hazardous Waste Electronic Manifest System Fund,,"Total, Hazardous Waste Electronic Manifest System Fund",2146.2,0.0,0.0,0.0,,
2020,Water Infrastructure Finance and Innovation Fund,Water Quality Protection,Water Infrastructure Finance and Innovation,12235.8,63000.0,25000.0,-38000.0,,
2020,Water Infrastructure Finance and Innovation Fund,,"Total, Water Infrastructure Finance and Innovation Fund",12235.8,63000.0,25000.0,-38000.0,,
2020,,,"Subtotal, EPA",8751799.4,8973336.0,6295490.0,-2677846.0,,
2020,,,Cancellation of Funds,0.0,-148848.0,-227000.0,-78152.0,,
2020,,,"TOTAL, EPA",8751799.4,8824488.0,6068490.0,-2755998.0,,
2019,Science & Technology,Clean Air,Clean Air Allowance Trading Programs,6045,7518,5739,-1779,,
2019,Science & Technology,Clean Air,Atmospheric Protection Program,7050.8,7964,0,-7964,,
2019,Science & Technology,Clean Air,Federal Support for Air Quality Management,7283.8,7280,4031,-3249,,
2019,Science & Technology,Clean Air,Federal Vehicle and Fuels Standards and Certification,98177,92988,75135,-17853,,
2019,Science & Technology,Clean Air,"Subtotal, Clean Air",118556.6,115750,84905,-30845,,
2019,Science & Technology,Indoor Air and Radiation,Indoor Air: Radon Program,145,158,0,-158,,
2019,Science & Technology,Indoor Air and Radiation,Radiation: Protection,2328.6,1996,1000,-996,,
2019,Science & Technology,Indoor Air and Radiation,Radiation: Response Preparedness,3785,3658,3666,8,,
2019,Science & Technology,Indoor Air and Radiation,Reduce Risks from Indoor Air,253.3,144,0,-144,,
2019,Science & Technology,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",6511.9,5956,4666,-1290,,
2019,Science & Technology,Enforcement,Forensics Support,13228.8,13576,10486,-3090,,
2019,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection,9950.4,9153,5216,-3937,,
2019,Science & Technology,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",23161,23298,22461,-837,,
2019,Science & Technology,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,438,446,500,54,,
2019,Science & Technology,Homeland Security,"Subtotal, Homeland Security",33549.4,32897,28177,-4720,,
2019,Science & Technology,IT / Data Management / Security,IT / Data Management,3342,3068,2725,-343,,
2019,Science & Technology,Operations and Administration,Facilities Infrastructure and Operations,64642.7,67875,68834,959,,
2019,Science & Technology,Operations and Administration,Workforce Reshaping,0,0,5994,5994,,
2019,Science & Technology,Operations and Administration,"Subtotal, Operations and Administration",64642.7,67875,74828,6953,,
2019,Science & Technology,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,2938.3,3090,2406,-684,,
2019,Science & Technology,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,2046.2,2325,2122,-203,,
2019,Science & Technology,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,548.1,571,530,-41,,
2019,Science & Technology,Pesticides Licensing,"Subtotal, Pesticides Licensing",5532.6,5986,5058,-928,,
2019,Science & Technology,Research: Air and Energy,Research: Air and Energy,90076.2,91282,30711,-60571,,
2019,Science & Technology,Research: Safe and Sustainable Water Resources,Research: Safe and Sustainable Water Resources,104687.6,105535,67261,-38274,,
2019,Science & Technology,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,142429.1,133415,52549,-80866,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,40506.5,37554,22267,-15287,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,Endocrine Disruptors,15497,16142,10006,-6136,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,Computational Toxicology,21790.5,21266,17213,-4053,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability (other activities),51905.1,51106,34518,-16588,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",89192.6,88514,61737,-26777,,
2019,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",129699.1,126068,84004,-42064,,
2019,Science & Technology,Water: Human Health Protection,Drinking Water Programs,3517,3495,3595,100,,
2019,Science & Technology,Congressional Priorities,Water Quality Research and Support Grants,7803.4,4072,0,-4072,,
2019,Science & Technology,Congressional Priorities,"Subtotal, Congressional Priorities",7803.4,4072,0,-4072,,
2019,Science & Technology,,"Total, Science & Technology",723576.4,708975,448965,-260010,,
2019,Environmental Program & Management,Clean Air,Clean Air Allowance Trading Programs,15236.6,16060,12574,-3486,,
2019,Environmental Program & Management,Clean Air,Atmospheric Protection Program,89143.7,94788,13542,-81246,,
2019,Environmental Program & Management,Clean Air,Federal Stationary Source Regulations,20282.9,21736,16898,-4838,,
2019,Environmental Program & Management,Clean Air,Federal Support for Air Quality Management,127113.4,125387,96097,-29290,,
2019,Environmental Program & Management,Clean Air,Stratospheric Ozone: Domestic Programs,4709.1,4606,3790,-816,,
2019,Environmental Program & Management,Clean Air,Stratospheric Ozone: Multilateral Fund,8326,8677,0,-8677,,
2019,Environmental Program & Management,Clean Air,"Subtotal, Clean Air",264811.7,271254,142901,-128353,,
2019,Environmental Program & Management,Indoor Air and Radiation,Indoor Air: Radon Program,2985.9,3115,0,-3115,,
2019,Environmental Program & Management,Indoor Air and Radiation,Radiation: Protection,7780.1,8519,2000,-6519,,
2019,Environmental Program & Management,Indoor Air and Radiation,Radiation: Response Preparedness,2543.1,2573,2221,-352,,
2019,Environmental Program & Management,Indoor Air and Radiation,Reduce Risks from Indoor Air,13389.1,13242,0,-13242,,
2019,Environmental Program & Management,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",26698.2,27449,4221,-23228,,
2019,Environmental Program & Management,Brownfields,Brownfields,25411.8,25419,16082,-9337,,
2019,Environmental Program & Management,Compliance,Compliance Monitoring,98283.6,100975,86374,-14601,,
2019,Environmental Program & Management,Enforcement,Civil Enforcement,172309.6,170849,140677,-30172,,
2019,Environmental Program & Management,Enforcement,Criminal Enforcement,48039.2,45333,41107,-4226,,
2019,Environmental Program & Management,Enforcement,Environmental Justice,6401.5,6691,2000,-4691,,
2019,Environmental Program & Management,Enforcement,NEPA Implementation,16098.2,16130,13496,-2634,,
2019,Environmental Program & Management,Enforcement,"Subtotal, Enforcement",242848.5,239003,197280,-41723,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Chesapeake Bay,66773.5,72504,7300,-65204,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Gulf of Mexico,3395.8,8484,0,-8484,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Lake Champlain,4395,4369,0,-4369,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Long Island Sound,7989.8,7946,0,-7946,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Other,,,,,,
2019,Environmental Program & Management,Geographic Programs,Lake Pontchartrain,0,942,0,-942,,
2019,Environmental Program & Management,Geographic Programs,S.New England Estuary (SNEE),5020,4965,0,-4965,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Other (other activities),1374.7,1436,0,-1436,,
2019,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Program: Other",6394.7,7343,0,-7343,,
2019,Environmental Program & Management,Geographic Programs,Great Lakes Restoration,353207,297963,30000,-267963,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: South Florida,1624,1692,0,-1692,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: San Francisco Bay,4493.7,4786,0,-4786,,
2019,Environmental Program & Management,Geographic Programs,Geographic Program: Puget Sound,27971.9,27810,0,-27810,,
2019,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Programs",476245.4,432897,37300,-395597,,
2019,Environmental Program & Management,Homeland Security,Homeland Security: Communication and Information,3480,3834,3511,-323,,
2019,Environmental Program & Management,Homeland Security,Homeland Security: Critical Infrastructure Protection,936.9,956,1263,307,,
2019,Environmental Program & Management,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,4918,5336,4986,-350,,
2019,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security",9334.9,10126,9760,-366,,
2019,Environmental Program & Management,Information Exchange / Outreach,State and Local Prevention and Preparedness,14413.1,15269,10031,-5238,,
2019,Environmental Program & Management,Information Exchange / Outreach,TRI / Right to Know,12556.8,14187,7726,-6461,,
2019,Environmental Program & Management,Information Exchange / Outreach,Tribal - Capacity Building,14760.7,14448,12631,-1817,,
2019,Environmental Program & Management,Information Exchange / Outreach,Executive Management and Operations,47207.3,46398,39431,-6967,,
2019,Environmental Program & Management,Information Exchange / Outreach,Environmental Education,8930.9,8643,0,-8643,,
2019,Environmental Program & Management,Information Exchange / Outreach,Exchange Network,16483.8,16578,11784,-4794,,
2019,Environmental Program & Management,Information Exchange / Outreach,Small Minority Business Assistance,1704.6,1573,0,-1573,,
2019,Environmental Program & Management,Information Exchange / Outreach,Small Business Ombudsman,2102.2,2080,1965,-115,,
2019,Environmental Program & Management,Information Exchange / Outreach,Children and Other Sensitive Populations: Agency Coordination,6294.6,6504,2018,-4486,,
2019,Environmental Program & Management,Information Exchange / Outreach,"Subtotal, Information Exchange / Outreach",124454,125680,85586,-40094,,
2019,Environmental Program & Management,International Programs,US Mexico Border,2864.8,3012,0,-3012,,
2019,Environmental Program & Management,International Programs,International Sources of Pollution,6338.3,6506,4188,-2318,,
2019,Environmental Program & Management,International Programs,Trade and Governance,5857.8,5777,0,-5777,,
2019,Environmental Program & Management,International Programs,"Subtotal, International Programs",15060.9,15295,4188,-11107,,
2019,Environmental Program & Management,IT / Data Management / Security,Information Security,9166.5,6742,13755,7013,,
2019,Environmental Program & Management,IT / Data Management / Security,IT / Data Management,82580,83179,69264,-13915,,
2019,Environmental Program & Management,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",91746.5,89921,83019,-6902,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Integrated Environmental Strategies,10732.3,10581,9496,-1085,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Administrative Law,4533.9,4381,4557,176,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,1142,1015,0,-1015,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Civil Rights Program,10101.9,9699,8545,-1154,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,52889.7,49657,42292,-7365,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Support Program,14489.7,15170,16451,1281,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regional Science and Technology,1398.2,1406,0,-1406,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Science Advisory Board,3820.3,3736,3779,43,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regulatory/Economic-Management and Analysis,15498.4,15011,15532,521,,
2019,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",114606.4,110656,100652,-10004,,
2019,Environmental Program & Management,Operations and Administration,"Central Planning, Budgeting, and Finance",73003.2,71493,68635,-2858,,
2019,Environmental Program & Management,Operations and Administration,Facilities Infrastructure and Operations,293997.9,305844,300738,-5106,,
2019,Environmental Program & Management,Operations and Administration,Acquisition Management,31042,30803,25438,-5365,,
2019,Environmental Program & Management,Operations and Administration,Human Resources Management,50608.8,43930,40860,-3070,,
2019,Environmental Program & Management,Operations and Administration,Financial Assistance Grants / IAG Management,24444.8,25416,18986,-6430,,
2019,Environmental Program & Management,Operations and Administration,Workforce Reshaping,0,0,25549,25549,,
2019,Environmental Program & Management,Operations and Administration,"Subtotal, Operations and Administration",473096.7,477486,480206,2720,,
2019,Environmental Program & Management,Pesticides Licensing,Science Policy and Biotechnology,1210,1479,0,-1479,,
2019,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,56911,55696,45949,-9747,,
2019,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,36654.9,38302,28727,-9575,,
2019,Environmental Program & Management,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,5554.3,6191,5084,-1107,,
2019,Environmental Program & Management,Pesticides Licensing,"Subtotal, Pesticides Licensing",100330.2,101668,79760,-21908,,
2019,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Corrective Action,36129.6,36584,31944,-4640,,
2019,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,58277,58439,41907,-16532,,
2019,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Minimization & Recycling,9254.1,9141,0,-9141,,
2019,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),"Subtotal, Resource Conservation and Recovery Act (RCRA)",103660.7,104164,73851,-30313,,
2019,Environmental Program & Management,Toxics Risk Review and Prevention,Endocrine Disruptors,6006.4,7502,0,-7502,,
2019,Environmental Program & Management,Toxics Risk Review and Prevention,Pollution Prevention Program,11338.1,12194,0,-12194,,
2019,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Review and Reduction,64329.5,58995,58626,-369,,
2019,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Lead Risk Reduction Program,12780.9,13203,0,-13203,,
2019,Environmental Program & Management,Toxics Risk Review and Prevention,"Subtotal, Toxics Risk Review and Prevention",94454.9,91894,58626,-33268,,
2019,Environmental Program & Management,Underground Storage Tanks (LUST / UST),LUST / UST,10654.3,11218,5615,-5603,,
2019,Environmental Program & Management,Water: Ecosystems,National Estuary Program / Coastal Waterways,26759.1,26542,0,-26542,,
2019,Environmental Program & Management,Water: Ecosystems,Wetlands,20448.7,20922,17913,-3009,,
2019,Environmental Program & Management,Water: Ecosystems,"Subtotal, Water: Ecosystems",47207.8,47464,17913,-29551,,
2019,Environmental Program & Management,Water: Human Health Protection,Beach / Fish Programs,1364,1638,0,-1638,,
2019,Environmental Program & Management,Water: Human Health Protection,Drinking Water Programs,95917.2,96200,80543,-15657,,
2019,Environmental Program & Management,Water: Human Health Protection,"Subtotal, Water: Human Health Protection",97281.2,97838,80543,-17295,,
